image_path,xmin,ymin,xmax,ymax,class
/Users/olivereielson/Desktop/test/190418--2021-05-19-20:02:31-292026.jpg,372,353,377,358,Squash
/Users/olivereielson/Desktop/test/189931--2021-05-19-20:01:43-045232.jpg,703,378,710,385,Squash
/Users/olivereielson/Desktop/test/179289--2021-05-19-19:44:11-677921.jpg,916,165,920,169,Squash
/Users/olivereielson/Desktop/test/203017--2021-05-19-20:23:26-451903.jpg,388,406,392,410,Squash
/Users/olivereielson/Desktop/test/202278--2021-05-19-20:22:08-870153.jpg,768,329,773,334,Squash
/Users/olivereielson/Desktop/test/172780--2021-05-19-19:33:28-593246.jpg,571,306,578,314,Squash
/Users/olivereielson/Desktop/test/210257--2021-05-19-20:35:33-905299.jpg,898,192,903,197,Squash
/Users/olivereielson/Desktop/test/197926--2021-05-19-20:14:52-294864.jpg,631,321,638,329,Squash
/Users/olivereielson/Desktop/test/201678--2021-05-19-20:21:04-305605.jpg,747,292,753,300,Squash
/Users/olivereielson/Desktop/test/198889--2021-05-19-20:16:27-526015.jpg,298,346,304,354,Squash
/Users/olivereielson/Desktop/test/169695--2021-05-19-19:28:22-610415.jpg,893,136,898,139,Squash
/Users/olivereielson/Desktop/test/206019--2021-05-19-20:28:24-684892.jpg,742,107,747,112,Squash
/Users/olivereielson/Desktop/test/206328--2021-05-19-20:28:55-314400.jpg,631,220,636,226,Squash
/Users/olivereielson/Desktop/test/183928--2021-05-19-19:51:48-680790.jpg,515,89,522,96,Squash
/Users/olivereielson/Desktop/test/197414--2021-05-19-20:14:01-540267.jpg,367,181,371,185,Squash
/Users/olivereielson/Desktop/test/204210--2021-05-19-20:25:26-746347.jpg,363,255,368,260,Squash
/Users/olivereielson/Desktop/test/172559--2021-05-19-19:33:06-709818.jpg,393,323,398,326,Squash
/Users/olivereielson/Desktop/test/197930--2021-05-19-20:14:52-699004.jpg,636,293,644,302,Squash
/Users/olivereielson/Desktop/test/210344--2021-05-19-20:35:42-713980.jpg,289,347,296,355,Squash
/Users/olivereielson/Desktop/test/185995--2021-05-19-19:55:12-778834.jpg,554,224,557,228,Squash
/Users/olivereielson/Desktop/test/205204--2021-05-19-20:27:04-510281.jpg,399,293,403,298,Squash
/Users/olivereielson/Desktop/test/187239--2021-05-19-19:57:15-683046.jpg,377,343,382,348,Squash
/Users/olivereielson/Desktop/test/169810--2021-05-19-19:28:34-020978.jpg,466,331,471,338,Squash
/Users/olivereielson/Desktop/test/199655--2021-05-19-20:17:43-160951.jpg,424,344,427,348,Squash
/Users/olivereielson/Desktop/test/202925--2021-05-19-20:23:17-204844.jpg,678,231,684,237,Squash
/Users/olivereielson/Desktop/test/167006--2021-05-19-19:23:57-891437.jpg,401,296,406,300,Squash
/Users/olivereielson/Desktop/test/190437--2021-05-19-20:02:33-185534.jpg,393,123,397,127,Squash
/Users/olivereielson/Desktop/test/168996--2021-05-19-19:27:13-882123.jpg,889,319,894,323,Squash
/Users/olivereielson/Desktop/test/209688--2021-05-19-20:34:36-861721.jpg,680,448,686,453,Squash
/Users/olivereielson/Desktop/test/174201--2021-05-19-19:35:49-117923.jpg,598,347,604,353,Squash
/Users/olivereielson/Desktop/test/206259--2021-05-19-20:28:48-512699.jpg,900,329,906,335,Squash
/Users/olivereielson/Desktop/test/202789--2021-05-19-20:23:03-454721.jpg,986,292,991,298,Squash
/Users/olivereielson/Desktop/test/211280--2021-05-19-20:37:17-295056.jpg,721,353,725,357,Squash
/Users/olivereielson/Desktop/test/200834--2021-05-19-20:19:40-364765.jpg,453,132,458,138,Squash
/Users/olivereielson/Desktop/test/170220--2021-05-19-19:29:14-655355.jpg,844,396,849,399,Squash
/Users/olivereielson/Desktop/test/170208--2021-05-19-19:29:13-457988.jpg,822,198,828,203,Squash
/Users/olivereielson/Desktop/test/199886--2021-05-19-20:18:06-156453.jpg,1022,398,1028,404,Squash
/Users/olivereielson/Desktop/test/198765--2021-05-19-20:16:15-250084.jpg,376,132,381,135,Squash
/Users/olivereielson/Desktop/test/186169--2021-05-19-19:55:29-992883.jpg,481,207,486,212,Squash
/Users/olivereielson/Desktop/test/199663--2021-05-19-20:17:43-954091.jpg,447,339,452,343,Squash
/Users/olivereielson/Desktop/test/199107--2021-05-19-20:16:49-143209.jpg,413,231,417,235,Squash
/Users/olivereielson/Desktop/test/202984--2021-05-19-20:23:23-151439.jpg,337,386,342,395,Squash
/Users/olivereielson/Desktop/test/185486--2021-05-19-19:54:22-671290.jpg,605,350,612,356,Squash
/Users/olivereielson/Desktop/test/201876--2021-05-19-20:21:23-978379.jpg,630,298,637,305,Squash
/Users/olivereielson/Desktop/test/166992--2021-05-19-19:23:56-495958.jpg,567,324,573,330,Squash
